protein,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4
EPHX2,0,0,1.401468483,0.966587184,0.968891745,1.880020556,1.442864021,1.51783371,1.851615862,2.529675346,3.144111598,2.251195448,1.546060213,1.025359956,1.589786044,1.61308057,0.963485218,0,0,1.653127323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPM2AIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPN1,1.58012073,1.533191662,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,1.373875901,1.266997295,2.013916734,0,0,0,0,0,0,0,0
EPPK1,0.996370196,1.533191662,1.401468483,1.540237874,0.968891745,0,0.894759661,0,0,2.268893588,1.455392216,1.526262086,0,0,0,0,0,0,1.098576504,1.05142317,0,0,0,0,0,0,0,0,1.266997295,1.333072201,0,0,0,0,0,0,0,0
EPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPRS1,6.162757444,6.112557377,6.404747707,5.977824783,5.820830263,5.723254343,4.788597165,4.602593015,4.892364797,6.219672406,6.212901256,6.020882604,4.801293323,5.258399008,5.399374998,1.021139762,1.53606782,1.632427638,5.229813011,5.8806601,5.35577581,4.80977991,0.90705003,0,1.473143559,0,0,0,0,0,0,0,0,0,0,3.724066632,2.598717113,0
EPS15,0,0,0,0,0,0,0.894759661,1.924256156,0.90279184,0,0,0,0,0,0,1.021139762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.047548164,5.559434016,5.284597102,5.167754477,0,0,0,0,0,0,0,0
EPS8L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.399164795,3.005940259,2.823248847,0,0,0,0,0,0,0,0
EPS8L2,0,0,0.864613417,0,0,0,0.894759661,0,0.90279184,0.96708259,0.903929473,0,0.970922069,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.88100595,3.005940259,2.474606879,0,0,0,0,0,0,0,0
EPS8L3,3.163465689,3.100475979,0.864613417,0,0,0,0,0,0,2.529675346,0.903929473,1.526262086,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,6.284908989,6.415453225,6.317768698,6.402009798,4.711414598,2.069533795,3.309356743,2.7307681,0,0,0,0
ERAP1,0,0,0,0,0,0,1.839113208,1.51783371,0.90279184,0,0.903929473,0.956200116,4.114498637,4.21745889,4.176753604,4.499524191,4.25174067,4.768411021,0,0,0,0,4.721427861,4.726403645,4.642674584,5.357552005,0,0,0,0,0,0,0,0,0,0,0,0
ERAP2,0,0,0,0,0,0,0.894759661,0,0.90279184,0,0,0.956200116,2.948722432,3.214705715,3.176352815,3.94610422,3.632289151,3.873048029,0,0,0,0,4.276448399,4.008505655,4.008829657,4.523561956,0,0,0,0,0,0,0,0,0,0,0,0
ERBB2,2.993641837,2.931662233,1.401468483,0.966587184,0.968891745,0.921132385,2.621946525,2.720458447,0.90279184,0.96708259,0,0.956200116,0.970922069,1.025359956,1.589786044,3.036793753,2.744180469,2.868099561,0,0,0,0,1.858228386,2.5152748,2.661928568,3.459431619,4.646978729,4.329116984,4.718023325,4.745751636,3.385355532,2.069533795,3.309356743,3.241403097,0,0,0,0
ERBB3,0.996370196,0.961347078,0.864613417,0.966587184,1.543333959,0.921132385,2.621946525,3.079707418,2.163087258,0.96708259,0.903929473,1.933791208,1.546060213,2.362292771,2.005425354,4.127001517,3.837964422,3.873048029,0,0,0,0,3.989004793,3.508117252,3.649121172,4.169925001,4.736484697,4.439062363,4.371030583,4.265484343,2.053047961,2.069533795,2.795384697,2.7307681,0,0,0,0
ERBIN,0.996370196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.399164795,3.005940259,2.823248847,0,0,0,0,0,0,0,0
ERH,0,0,0,0,0,0,0,0.9499485,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,0,2.013916734,0,0,1.989531496,2.7307681,2.69678497,0,2.598717113,0
ERO1A,0,0.961347078,0,2.268089723,2.945112293,3.551296021,3.964223206,3.812010579,3.980443085,3.1108756,3.722048161,4.003879849,4.403400798,4.80333795,4.707391618,5.085114184,5.057472361,5.156058903,0,1.653127323,1.168913826,1.889360771,4.983324397,5.047714827,5.081545906,4.087462841,0,0,1.266997295,0,0,0,1.989531496,2.7307681,0,0,0,0
ERO1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP29,0,0,0,0.966587184,0.968891745,1.880020556,3.605364131,3.904682107,3.980443085,0.96708259,1.853383544,2.251195448,0.970922069,2.037874702,1.589786044,3.623485148,3.517296477,3.523776826,0,0,0,0,3.907209447,4.008505655,4.008829657,3.700439718,0,0,0,1.333072201,0,0,0,0,0,0,0,0
ERP44,2.801126798,2.519953374,2.351701379,3.744673432,3.84826838,3.848399125,4.184756539,3.991758476,4.267782425,3.745612183,3.722048161,4.003879849,3.944989053,3.746915315,3.707114185,4.127001517,4.100158116,3.972912998,3.760834352,3.793987451,3.753201815,4.106705299,4.276448399,4.09068599,4.360285502,4.392317423,3.611795418,3.163224167,3.005940259,3.540486385,2.867824406,2.069533795,3.986902457,3.617789703,3.581002772,0,2.598717113,0
ESD,4.080622667,4.096022377,4.12242704,3.744673432,3.265441068,3.176707196,3.795922944,3.812010579,3.898681406,5.02286284,4.71498784,4.669311198,3.852128841,3.95387427,3.91363905,3.207295283,1.944875303,2.644053871,4.179630012,4.741022553,4.106809436,4.500654413,1.459649025,1.937434512,1.873574051,0,2.538745146,2.529815193,2.728226634,2.474606879,0,0,0,0,0,0,0,0
ESRP1,2.316116017,2.259576362,2.754024153,1.949586033,2.271827737,1.880020556,2.405039482,2.240990417,2.825330619,2.268893588,2.164986415,1.526262086,0.970922069,1.025359956,2.005425354,2.031594606,1.944875303,1.632427638,0,0,0,0,0,1.529484238,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
ETF1,1.994551864,1.533191662,2.351701379,0.966587184,0.968891745,1.47881758,3.385748712,3.712975173,4.057818562,1.540903575,2.164986415,1.933791208,0.970922069,0,1.003619168,1.021139762,0.963485218,1.03574445,0,0,0,1.889360771,1.459649025,1.529484238,2.186666421,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0
ETFA,0.996370196,0,3.068269276,0,0,0,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867824406,0,2.795384697,2.7307681,0,3.724066632,0,0
ETFB,0.996370196,0.961347078,2.919685889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,0,1.266997295,1.333072201,0,0,0,0,0,0,0,0
ETHE1,3.315387858,3.100475979,3.642923751,2.749592966,2.271827737,2.859016798,1.839113208,2.240990417,2.992305255,2.750456577,2.827430592,2.922454862,0,0,1.003619168,0,0,0,1.714955817,2.669676924,0,2.9563868,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EWSR1,0,0,0,0,0,1.47881758,1.442864021,0.9499485,1.453839514,0,0,0,0,0,0,0,0.963485218,1.03574445,0,0,0,0,2.426542826,2.2550935,2.443780137,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0
EXOC1,1.994551864,1.533191662,1.791837015,0,0,0,0,0,0,1.540903575,1.853383544,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
EXOC2,0.996370196,0,0,0,0,0,0,0,0,0.96708259,2.164986415,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,0,0,0,0,0,0,0,0,0,0
EXOC3,0,0,0,0,0,0,0,0,0,0.96708259,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,0,0,0,0,0,0,0,0,0
EXOC4,1.994551864,2.259576362,2.351701379,0,0,0,0,0,0,2.268893588,3.279702347,1.933791208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
EXOC5,0,0,0,0,0,0,0,0,0,0.96708259,2.164986415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC8,0.996370196,0,1.401468483,0,0,0,0,0,0,0.96708259,1.853383544,0.956200116,0,1.025359956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC10,0.996370196,0.961347078,1.791837015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC2,0.996370196,0.961347078,0.864613417,1.949586033,2.271827737,2.193583806,2.149649735,1.924256156,2.419108186,0.96708259,0.903929473,0.956200116,0.970922069,0,0,0,0.963485218,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC4,0.996370196,0.961347078,0.864613417,1.540237874,1.543333959,0.921132385,0,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC5,0,0,1.791837015,0.966587184,0.968891745,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC6,0,0,1.401468483,1.540237874,1.543333959,1.47881758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC7,0.996370196,0.961347078,0.864613417,2.528836668,2.753608502,2.669391044,2.621946525,3.079707418,2.636470024,0.96708259,0.903929473,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC8,0,0.961347078,0,1.949586033,1.953082406,2.193583806,1.442864021,1.924256156,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC9,1.58012073,1.533191662,1.791837015,2.268089723,2.271827737,2.193583806,1.839113208,1.51783371,2.163087258,0,1.455392216,0,0.970922069,1.025359956,1.589786044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXT1,0.996370196,1.533191662,0,4.458950855,4.399449,4.094642998,4.376005728,4.362321027,3.719788928,0,0,0,3.117818628,3.044091598,3.006327599,1.61308057,0.963485218,2.644053871,1.714955817,1.05142317,1.806054709,1.234105921,1.858228386,1.937434512,2.186666421,3.169925001,0,0,0,0,0,0,0,0,0,0,0,0
EXT2,0.996370196,0.961347078,0,4.792748321,4.939105679,4.598938406,4.114925189,4.656890805,3.812006199,0,0,0.956200116,3.269158334,3.505214095,3.176352815,1.61308057,0.963485218,1.632427638,2.145448836,1.05142317,2.246490367,1.234105921,1.459649025,0.958592587,2.186666421,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0
EXTL2,0,0,0,0.966587184,1.543333959,0.921132385,0.894759661,0.9499485,0,0,0,0,1.956160331,2.037874702,1.589786044,0,0,1.03574445,0,0,0,0,0.90705003,0.958592587,0.916958742,2,0,0,0,0,0,0,0,0,0,0,0,0
EZR,3.800606572,3.734726159,2.919685889,2.749592966,2.753608502,3.312666648,4.376005728,4.759715303,4.561429755,4.024863517,3.814276912,4.163778281,4.750740993,4.906557819,4.761849677,4.947485184,5.249846723,5.316737246,2.972434909,3.260114038,3.753201815,2.338300494,4.768513413,4.87294656,5.043200573,4.247927513,5.795007925,5.559434016,5.76688289,5.718611656,4.875207947,2.069533795,3.687544579,4.373878798,2.69678497,0,4.716298833,2.600000002
F10,0,0,1.791837015,0,0,0,0,0,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0
F11R,3.315387858,3.513288396,2.56684197,0,0,0,1.442864021,1.924256156,1.453839514,2.529675346,1.853383544,2.251195448,0,0,0,0,0,0,0,0,1.168913826,2.680193992,1.459649025,1.529484238,1.473143559,2,5.360725261,5.232973694,5.059694252,5.444362581,5.592375272,5.704876432,5.308304169,5.000427909,2.69678497,0,0,0
F2,2.993641837,2.519953374,2.098758683,2.749592966,3.265441068,1.47881758,1.839113208,2.240990417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F3,1.58012073,1.941625202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F5,2.801126798,3.100475979,3.326158875,1.540237874,1.543333959,2.859016798,1.442864021,2.240990417,3.401423861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F8A1,0,0,0.864613417,0.966587184,0,0,0,0,0,0,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP1,3.578300868,3.388364695,3.326158875,0,0,2.451014583,4.597000907,4.602593015,5.295206777,3.1108756,3.62351829,3.916753108,1.546060213,2.037874702,1.003619168,5.769113918,5.78531134,5.390828628,1.714955817,2.669676924,2.246490367,1.889360771,8.771004734,9.180544815,8.994067619,5.781359714,5.795007925,5.509900127,5.385135725,5.444362581,5.3905174,5.176825834,4.94067428,5.122197989,4.519429818,4.978956706,4.408026318,4.717776833
FABP5,1.58012073,2.259576362,1.791837015,0,0,0.921132385,2.977170172,3.367096615,3.898681406,1.540903575,2.421096055,2.731434726,0,0,0,3.359759433,3.392338026,3.061983348,0,0,0,0,3.989004793,4.443280938,4.229789149,4.321928095,3.947899965,4.08036687,4.041997863,4.146756747,0,0,1.989531496,0,0,0,0,0
FABP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858228386,1.529484238,1.873574051,2,0,0,0,0,0,0,0,0,0,0,0,0
FAH,0,0,0,0,0.968891745,2.193583806,3.126593151,2.911236342,2.825330619,0,0.903929473,2.251195448,3.752877906,4.047190029,3.707114185,4.432320331,4.017943275,4.154027448,0,0,0,0,4.340174758,4.168436296,4.360285502,4.584962501,0,0,0,0,0,0,0,0,0,0,0,0
FAHD1,0,0,0,0,0,0.921132385,0,0,1.851615862,0,1.455392216,0,0,0,0,1.61308057,1.53606782,1.632427638,0,0,0,0,1.459649025,2.2550935,1.473143559,1,0,0,0,0,0,0,0,0,0,0,0,0
FAHD2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021139762,0,0,0,0,0,0,1.459649025,0.958592587,0.916958742,2,0,0,0,0,0,0,0,0,0,0,0,0
FAM120A,1.994551864,2.519953374,2.919685889,0.966587184,0.968891745,0,0,0,0,2.529675346,2.164986415,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM125A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM125B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM129B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM171A1,0.996370196,0,0,0,0,0,0.894759661,0.9499485,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.047548164,5.170585996,5.176523782,4.972128369,3.385355532,2.069533795,2.795384697,2.7307681,0,0,0,0
FAM175B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM176B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM203B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM20B,0,0,0,0,0,0,2.621946525,2.240990417,2.163087258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM234A,3.163465689,2.931662233,2.351701379,0,0,0,0,0,0,1.950337883,0,0.956200116,0,0,0,0,0,0,0,0,0,0,1.459649025,0,0,0,3.172816473,3.77960348,2.728226634,3.338612139,0,0,0,2.7307681,0,0,0,0
FAM3C,1.58012073,1.533191662,2.351701379,0,0,0,2.149649735,1.924256156,1.851615862,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,1.373875901,1.266997295,2.013916734,2.053047961,0,3.687544579,4.163037251,4.519429818,0,0,0
FAM3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333072201,2.053047961,2.069533795,2.795384697,2.7307681,0,0,0,0
FAM49B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM50A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963485218,1.03574445,1.098576504,0,0,1.234105921,0,1.937434512,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83B,0,0,0,0,0,0,1.442864021,0,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM91A1,0,0,1.791837015,0,0,0,0,0,0,0,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM98A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM98B,1.58012073,0.961347078,0.864613417,0,0,0,0,0,0,1.540903575,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FARP1,2.801126798,3.251589451,2.351701379,0,0,0,0,0,0,2.941892081,1.455392216,2.731434726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161059165,6.274254793,6.212244035,6.084340397,4.526614972,0,3.309356743,3.241403097,0,0,0,0
FARP2,3.800606572,3.251589451,2.098758683,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.646978729,4.965392779,5.119291302,4.745751636,2.867824406,0,1.989531496,1.933211842,0,0,0,0
FARSA,4.315023641,4.317777446,4.12242704,2.941009732,3.114149002,0.921132385,0,0,0,4.024863517,3.62351829,2.922454862,0,1.025359956,1.003619168,0,0,0,1.098576504,2.076463354,1.806054709,0,0,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
FARSB,3.693731392,3.734726159,4.052779486,3.398093484,3.114149002,2.193583806,0.894759661,1.51783371,0.90279184,3.262125066,3.403637312,3.091114753,0,1.618677671,1.003619168,0,0,0,0,2.076463354,1.168913826,2.9563868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FASN,8.435695672,8.413706778,8.367028206,8.367210437,8.299237086,7.941615052,6.653616311,6.76936485,6.123185439,8.068065423,8.219478486,7.917010325,6.656062504,6.634729482,7.073264655,2.355604609,2.263052434,2.378701702,7.359529177,7.568130268,7.306529897,7.867927928,2.426542826,2.2550935,2.443780137,2,5.181080541,5.405418357,5.567358369,5.444362581,0,0,0,0,0,0,0,0
FAT1,6.142580988,6.226429836,4.188866565,7.180765029,7.056501446,6.315364965,4.997057701,5.110402212,3.515531724,0.96708259,0.903929473,0,0,1.618677671,1.003619168,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAU,0,0,0,0,0,0,0,0,0,1.540903575,1.853383544,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBL,3.163465689,3.100475979,3.821059837,2.268089723,1.543333959,2.451014583,0,0,0,2.529675346,1.853383544,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBLN1,0,0,0,0,0,0,0,0,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBP1,0,0,0,3.936702387,4.028337769,4.017139547,3.882525857,4.073877018,4.131254579,2.529675346,2.9944429,3.091114753,2.757142261,3.505214095,3.466005187,2.031594606,2.263052434,3.061983348,0,2.403347751,1.806054709,2.680193992,1.459649025,2.2550935,2.186666421,2,0,0,0,0,0,0,0,0,0,0,0,0
FBXL18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL8,0.996370196,1.533191662,1.791837015,0,0,0,0.894759661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXW11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGBP,0,0,0,0.966587184,0.968891745,3.756000002,0,0,0,4.979854786,3.814276912,4.772170812,6.77466193,6.870023409,6.707599659,2.355604609,1.944875303,2.378701702,6.631733409,6.55939824,6.743030197,7.21341258,0,0.958592587,0,2.321928095,0,0,0,0,4.314617226,6.280589698,6.176041959,7.311671204,7.887481677,6.793530178,5.185959353,6.357655108
FCGRT,0.996370196,0.961347078,0.864613417,0,0,0,0.894759661,0,0.90279184,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,2.383995806,2.823248847,0,0,0,0,0,0,0,0
FCHO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05142317,1.168913826,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69678497,0,3.474430172,2.600000002
FCSK,1.994551864,2.259576362,3.202968816,1.540237874,0.968891745,1.47881758,0,0,0,2.529675346,2.164986415,1.933791208,0,1.025359956,1.003619168,0,0,0,1.098576504,1.05142317,1.168913826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDPS,0.996370196,1.941625202,1.791837015,2.941009732,2.753608502,3.43690954,4.251363295,4.151572014,4.507288193,3.639070203,3.814276912,3.618510617,3.646291178,3.631120459,3.814069025,4.039386317,4.177939306,3.765752776,3.494786352,3.413209566,3.457776598,4.584363563,3.629670641,3.623042415,3.840157301,2.321928095,0,2.064647663,1.266997295,2.013916734,0,0,0,0,0,0,0,0
FEN1,0.996370196,0.961347078,2.098758683,0,0,0,0,2.240990417,0,0,0.903929473,0.956200116,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERMT1,4.385395623,4.317777446,4.481695725,1.949586033,1.543333959,2.669391044,0,0,1.453839514,3.262125066,3.144111598,2.511206051,1.546060213,1.618677671,1.003619168,0,0,0,0,1.05142317,0,1.234105921,0,0,0,0,5.303293763,5.350195761,5.119291302,5.541687709,2.053047961,0,0,0,0,0,0,0
FFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGFBP1,0,0.961347078,1.401468483,1.540237874,1.953082406,1.47881758,1.839113208,1.51783371,1.453839514,0.96708259,1.455392216,0.956200116,1.546060213,1.618677671,1.589786044,0,0,0,0,0,1.806054709,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,3.581002772,3.724066632,4.408026318,3.475828426
FGFR4,0,0,0,0,0,0,0,0.9499485,0,0.96708259,0.903929473,1.526262086,2.948722432,2.362292771,2.813553664,3.036793753,2.744180469,3.232871055,1.098576504,1.653127323,3.085856525,1.889360771,3.40970041,3.246517199,3.168830955,3.459431619,2.072868086,2.064647663,1.931003366,2.013916734,0,0,0,0,0,0,0,0
FGL2,3.315387858,3.388364695,1.791837015,0.966587184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,0,0,0,4.183948616,3.84826838,3.935234957,3.605364131,3.991758476,3.621272161,3.1108756,3.403637312,4.003879849,5.112835772,5.334416413,5.364605392,4.847850914,4.835440815,5.156058903,0,1.05142317,0,0,5.455661058,5.618064397,5.44725784,5.169925001,0,0,0,0,0,0,0,0,0,0,0,0
FIBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,1.373875901,1.931003366,2.013916734,0,0,0,0,0,0,0,0
FIS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459649025,1.529484238,1.473143559,1.584962501,0,0,0,0,0,0,0,1.933211842,0,0,0,0
FKBP10,0,0,0,0,0.968891745,1.47881758,2.149649735,2.240990417,2.419108186,0.96708259,0.903929473,1.933791208,1.956160331,2.037874702,2.005425354,3.036793753,2.935479543,2.868099561,0,0,0,0,2.644143159,2.926737964,3.018820504,3.584962501,0,0,0,0,0,0,0,0,0,0,0,0
FKBP1A,1.58012073,1.533191662,0,0,0,0,0.894759661,1.51783371,1.851615862,0,0,0,0,0,0,1.61308057,1.53606782,1.03574445,0,0,0,0,3.728236298,3.508117252,3.747798963,3.321928095,2.89033867,2.529815193,3.005940259,2.013916734,0,0,0,0,0,0,0,0
